pcstrip,Year,NUMBER_OF_PATIENTS,SHA,PCT,oseast1m,osnrth1m,lsoa11,msoa11,ru11ind,rgn,laua,imd,loneliness_zscore
RM124EQ,2017,12253.25,Q61,08F,551969,186052,E01002260,E02000489,A1,E12000007,E09000016,-51,0.445198668
RM124LF,2017,3804.583333,Q61,08F,553947,186493,E01002364,E02000486,A1,E12000007,E09000016,64,0.90067519
RM125HX,2017,6871.083333,Q61,08F,552376,185088,E01002266,E02000490,A1,E12000007,E09000016,-48,-0.237927284
RM125NJ,2017,10439,Q61,08F,552722,184933,E01002264,E02000489,A1,E12000007,E09000016,89,0.052653601
RM125PA,2017,3234.583333,Q61,08F,552923,185456,E01002287,E02000486,A1,E12000007,E09000016,-109,1.358633444
RM126LU,2017,0,Q61,08F,553993,186455,E01002291,E02000486,A1,E12000007,E09000016,-3,18.4358531
RM126PL,2017,3142.666667,Q61,08F,555047,186820,E01002362,E02000485,A1,E12000007,E09000016,72,-0.446986653
RM12SB,2017,2734.333333,Q61,08F,552030,188242,E01002358,E02000479,A1,E12000007,E09000016,-4,0.347112031
RM137UP,2017,1667.5,Q61,08F,551752,183713,E01002373,E02000490,A1,E12000007,E09000016,-71,2.128961498
RM137XR,2017,2662.666667,Q61,08F,552138,183892,E01002374,E02000490,A1,E12000007,E09000016,-117,2.376455582
RM139AB,2017,4092.583333,Q61,08F,552531,182337,E01002345,E02000493,A1,E12000007,E09000016,-69,1.265759918
RM139QU,2017,4002,Q61,08F,553677,183241,E01002349,E02000492,A1,E12000007,E09000016,116,0.456802175
RM139RZ,2017,4416.916667,Q61,08F,553699,182659,E01002344,E02000492,A1,E12000007,E09000016,-42,1.990110421
RM13DQ,2017,8985.5,Q61,08F,551267,189086,E01032741,E02000476,A1,E12000007,E09000016,-37,0.803262901
RM13LS,2017,13989.25,Q61,08F,551670,188947,E01032741,E02000476,A1,E12000007,E09000016,-37,-0.449033383
RM141BJ,2017,9794.75,Q61,08F,556985,187287,E01002257,E02000482,A1,E12000007,E09000016,103,0.957182872
RM141RG,2017,3965.333333,Q61,08F,557095,187986,E01002259,E02000481,A1,E12000007,E09000016,-111,0.550772356
RM142YN,2017,5160,Q61,08F,555914,185794,E01002390,E02000487,A1,E12000007,E09000016,-89,1.481064322
RM143DH,2017,3701.5,Q61,08F,556403,186614,E01002384,E02000482,A1,E12000007,E09000016,-35,-0.065582162
RM14QJ,2017,15106.83333,Q61,08F,550666,189718,E01002340,E02000472,A1,E12000007,E09000016,-18,-0.157656842
RM154AD,2017,10232.5,Q57,07G,556825,180144,E01015926,E02003303,D1,E12000006,E06000034,64,0.332722628
RM155GN,2017,4617.333333,Q57,07G,558407,181398,E01015972,E02003301,A1,E12000006,E06000034,79,0.813224663
RM155LP,2017,3295.583333,Q57,07G,558523,181283,E01015929,E02003302,A1,E12000006,E06000034,48,1.656292715
RM155SZ,2017,2135.583333,Q57,07G,558602,181245,E01015931,E02003302,A1,E12000006,E06000034,116,3.792933065
RM156PR,2017,6073.166667,Q57,07G,559418,183071,E01015971,E02003301,A1,E12000006,E06000034,-123,0.316913664
RM162AP,2017,7949.333333,Q57,07G,561774,180203,E01015993,E02003304,A1,E12000006,E06000034,72,0.517964822
RM163ET,2017,6363.166667,Q57,07G,564310,181779,E01015977,E02003299,D1,E12000006,E06000034,125,0.783559423
RM164JD,2017,4694.636364,Q57,07G,564552,178629,E01015934,E02003307,A1,E12000006,E06000034,73,0.116371552
RM164JW,2017,2510.833333,Q57,07G,564674,178538,E01015934,E02003307,A1,E12000006,E06000034,73,1.295112182
RM166RS,2017,13098,Q57,07G,560053,179313,E01015941,E02006926,A1,E12000006,E06000034,-100,0.857890513
RM175DF,2017,1442.916667,Q57,07G,561484,178038,E01015956,E02003311,A1,E12000006,E06000034,23,0.729684751
RM175EZ,2017,2884.583333,Q57,07G,561613,178223,E01015959,E02003311,A1,E12000006,E06000034,-121,1.225527661
RM175HB,2017,3780.083333,Q57,07G,561762,178270,E01015959,E02003311,A1,E12000006,E06000034,-121,0.591383528
RM175JY,2017,11743.25,Q57,07G,561746,178319,E01015959,E02003311,A1,E12000006,E06000034,-121,0.345039549
RM175NS,2017,4278.166667,Q57,07G,562429,178961,E01015968,E02003309,A1,E12000006,E06000034,-80,1.812546958
RM176DB,2017,2128.333333,Q57,07G,561936,178236,E01015956,E02003311,A1,E12000006,E06000034,23,1.922893735
RM176HU,2017,1743.75,Q57,07G,561395,177683,E01015954,E02003312,A1,E12000006,E06000034,54,1.987721328
RM176NB,2017,7817.916667,Q57,07G,561439,177942,E01015954,E02003312,A1,E12000006,E06000034,54,-0.123781572
RM176SP,2017,4821.666667,Q57,07G,562224,177889,E01015961,E02003311,A1,E12000006,E06000034,110,0.478011301
RM187QA,2017,4667,Q57,07G,563868,176276,E01016006,E02003313,A1,E12000006,E06000034,-76,0.863289918
RM187RB,2017,7815.125,Q57,07G,564249,176447,E01016009,E02003313,A1,E12000006,E06000034,30,0.468787515
RM187RJ,2017,2049.5,Q57,07G,564186,176419,E01016009,E02003313,A1,E12000006,E06000034,30,-0.097791149
RM188EB,2017,2084.333333,Q57,07G,564477,176212,E01016004,E02003313,A1,E12000006,E06000034,-25,0.16030777
RM188SD,2017,5037.416667,Q57,07G,567840,178446,E01015948,E02003308,D1,E12000006,E06000034,99,0.821338663
RM188SW,2017,3041.5,Q57,07G,568208,178964,E01015947,E02003308,D1,E12000006,E06000034,122,0.854744859
RM191SX,2017,4914.666667,Q57,07G,555293,179124,E01015925,E02003303,D1,E12000006,E06000034,-6,1.294013374
RM204AR,2017,3439.333333,Q57,07G,559193,177775,E01016011,E02003310,A1,E12000006,E06000034,77,0.32307102
RM25SU,2017,8001.083333,Q61,08F,552830,188479,E01002272,E02000477,A1,E12000007,E09000016,15,1.06940188
RM30DR,2017,9469.416667,Q61,08F,554748,190859,E01002300,E02000470,A1,E12000007,E09000016,125,-0.285399705
RM30FE,2017,5972.833333,Q61,08F,554269,190606,E01002293,E02000470,A1,E12000007,E09000016,-95,-0.873964818
RM30PT,2017,2589.083333,Q61,08F,554838,190529,E01002294,E02000470,A1,E12000007,E09000016,113,-0.98344604
RM37JJ,2017,4569.666667,Q61,08F,553196,191366,E01002315,E02000469,A1,E12000007,E09000016,-42,1.391768363
RM39PD,2017,5863.583333,Q61,08F,554718,192015,E01002281,E02000465,A1,E12000007,E09000016,-35,-0.63941151
RM39SU,2017,18172.5,Q61,08F,554169,192059,E01002281,E02000465,A1,E12000007,E09000016,-35,0.545565625
RM41UH,2017,3189.833333,Q57,07H,547068,197119,E01021770,E02004536,D1,E12000006,E07000072,-36,0.768046316
RM53BJ,2017,0,Q61,08F,550369,190104,E01002338,E02000472,A1,E12000007,E09000016,80,10.82408001
RM53PJ,2017,4916.916667,Q61,08F,550026,191250,E01002302,E02000468,A1,E12000007,E09000016,8,0.330793442
RM53PR,2017,2295.916667,Q61,08F,550009,191183,E01002332,E02000472,A1,E12000007,E09000016,-73,1.327625912
RM53QL,2017,9681.666667,Q61,08F,549973,191424,E01002302,E02000468,A1,E12000007,E09000016,8,0.637457882
RM64AF,2017,8123.083333,Q61,08N,547352,188216,E01003665,E02000769,A1,E12000007,E09000026,83,-1.30427944
RM64YU,2017,7215.333333,Q61,08N,547178,188535,E01003665,E02000769,A1,E12000007,E09000026,83,-0.547592671
RM65LL,2017,3934.666667,Q61,07L,548156,189473,E01000027,E02000002,A1,E12000007,E09000002,84,0.505824905
RM66RT,2017,8316.916667,Q61,08F,548404,188264,E01000031,E02000003,A1,E12000007,E09000002,68,0.470096001
RM70PX,2017,4693.583333,Q61,08F,551029,187418,E01002249,E02000480,A1,E12000007,E09000016,-52,2.329536759
RM70XR,2017,6813.25,Q61,08F,550932,186892,E01000037,E02000004,A1,E12000007,E09000002,109,0.666211434
RM78BU,2017,2524.416667,Q61,08F,550077,189337,E01002329,E02000474,A1,E12000007,E09000016,-75,0.229760808
RM81BX,2017,3151.833333,Q61,07L,548004,186870,E01000099,E02006799,A1,E12000007,E09000002,38,0.817420641
RM82AJ,2017,3509.083333,Q61,07L,546760,185732,E01000021,E02000009,A1,E12000007,E09000002,-79,0.259103247
RM82EQ,2017,7001.416667,Q61,07L,547283,185075,E01000074,E02000013,A1,E12000007,E09000002,-109,-0.032689136
RM82LD,2017,5357.166667,Q61,07L,546953,185104,E01000074,E02000013,A1,E12000007,E09000002,-109,0.68430014
RM83HP,2017,5165.25,Q61,07L,548518,186671,E01000101,E02000005,A1,E12000007,E09000002,-13,1.817944864
RM83RH,2017,4703.083333,Q61,07L,547820,185950,E01000083,E02000008,A1,E12000007,E09000002,-44,-0.252074432
RM83XU,2017,17172.75,Q61,07L,547363,186819,E01032580,E02006799,A1,E12000007,E09000002,51,0.651292354
RM94SR,2017,4345.25,Q61,07L,547511,184367,E01000076,E02000013,A1,E12000007,E09000002,-77,0.608380237
RM95AS,2017,5746.583333,Q61,07L,548951,185309,E01000017,E02000010,A1,E12000007,E09000002,5,-0.309964742
RM95QP,2017,0,Q61,07L,547850,185743,E01000078,E02000008,A1,E12000007,E09000002,59,1.20464145
RM95TT,2017,3469.583333,Q61,07L,548626,186000,E01000065,E02000008,A1,E12000007,E09000002,-4,0.800262256
RM96EA,2017,10673.91667,Q61,07L,548054,184180,E01000054,E02000019,A1,E12000007,E09000002,102,2.349131454
RM96HT,2017,4859.083333,Q61,07L,548730,184494,E01000084,E02000014,A1,E12000007,E09000002,-123,0.325281518
S101EA,2017,1970.75,Q51,03N,433688,387777,E01008066,E02001638,B1,E12000003,E08000019,-88,0.48391158
S101GN,2017,6514.75,Q51,03N,433205,387539,E01007866,E02001640,B1,E12000003,E08000019,36,-0.838983497
S105BU,2017,7971.916667,Q51,03N,432987,386929,E01007868,E02001640,B1,E12000003,E08000019,-119,-0.843140468
S105ND,2017,2287.333333,Q51,03N,432108,386994,E01007951,E02001639,B1,E12000003,E08000019,-117,0.426373937
S105PN,2017,3848.75,Q51,03N,431955,387187,E01007961,E02001643,B1,E12000003,E08000019,31,-1.095900523
S117AB,2017,3826.5,Q51,03N,432594,385764,E01007935,E02001657,B1,E12000003,E08000019,-86,0.176043923
S117BJ,2017,3062.916667,Q51,03N,432705,385330,E01007936,E02001657,B1,E12000003,E08000019,-5,-1.229016712
S117EJ,2017,7780.25,Q51,03N,431597,385800,E01007865,E02001648,B1,E12000003,E08000019,-100,0.370695435
S117PL,2017,3332.75,Q51,03N,432414,384871,E01007937,E02001657,B1,E12000003,E08000019,-110,0.7566688
S118AN,2017,3205.416667,Q51,03N,434546,385705,E01008107,E02001650,B1,E12000003,E08000019,-8,0.625309137
S118HN,2017,23723.08333,Q51,03N,434457,386083,E01033272,E02001650,B1,E12000003,E08000019,-104,-0.069999986
S119AL,2017,7215.666667,Q51,03N,433715,385264,E01008049,E02001660,B1,E12000003,E08000019,74,-0.419509171
S122LJ,2017,3402.666667,Q51,03N,438357,383337,E01008006,E02001664,B1,E12000003,E08000019,116,-0.365344303
S123BP,2017,7077.583333,Q51,03N,440248,382769,E01007842,E02006869,B1,E12000003,E08000019,-18,0.225410222
S123DZ,2017,3016.75,Q51,03N,438852,383578,E01007843,E02001672,B1,E12000003,E08000019,101,0.450545626
S123GH,2017,4386.083333,Q51,03N,438665,383056,E01007846,E02001672,B1,E12000003,E08000019,68,0.491085388
S124LA,2017,5552.166667,Q51,03N,441750,383367,E01008031,E02001671,B1,E12000003,E08000019,71,-0.032191459
S12PJ,2017,3754.416667,Q51,03N,435579,387357,E01033264,E02006843,B1,E12000003,E08000019,-64,-1.375705598
S137LY,2017,10142.25,Q51,03N,441892,384714,E01007970,E02001659,B1,E12000003,E08000019,-58,0.065611427
S138NA,2017,7169.583333,Q51,03N,439462,385061,E01008009,E02001655,B1,E12000003,E08000019,-9,-0.085526613
S139BZ,2017,8230.75,Q51,03N,441123,386268,E01007971,E02001647,B1,E12000003,E08000019,-126,-0.152919572
S141PQ,2017,7390.583333,Q51,03N,436616,384546,E01007977,E02001661,B1,E12000003,E08000019,-83,-0.309831869
S174DQ,2017,2788.083333,Q51,03N,431624,380101,E01007923,E02001678,B1,E12000003,E08000019,-73,0.796494888
S174DR,2017,10455.75,Q51,03N,431338,380033,E01007923,E02001678,B1,E12000003,E08000019,-73,-0.072341914
S181PY,2017,8382.583333,Q55,04J,435079,378507,E01019786,E02004108,B1,E12000004,E07000038,-111,0.418972383
S182EJ,2017,3873.5,Q55,04J,436194,378883,E01019782,E02004108,B1,E12000004,E07000038,-70,0.561515161
S188QY,2017,4093.75,Q55,04J,434180,378791,E01019795,E02004110,B1,E12000004,E07000038,54,-0.013419174
S201HQ,2017,8509.666667,Q51,03N,444030,382533,E01008039,E02001675,B1,E12000003,E08000019,-23,0.188933883
S205BQ,2017,5467.916667,Q51,03N,442403,381114,E01008025,E02006803,B1,E12000003,E08000019,-83,0.349839351
S206PD,2017,3857.083333,Q51,03N,441641,382598,E01008040,E02001671,D1,E12000003,E08000019,-32,0.175882488
S207HZ,2017,5498.583333,Q51,03N,443079,383083,E01008034,E02001666,B1,E12000003,E08000019,-39,0.356893454
S208NZ,2017,0,Q51,03N,443460,381753,E01008022,E02001675,B1,E12000003,E08000019,-124,8.892711815
S211DX,2017,7694.833333,Q55,04J,445293,381113,E01019802,E02004105,B1,E12000004,E07000038,-42,-0.872174113
S213TY,2017,3792.75,Q55,03Y,445102,377770,E01019815,E02006804,D1,E12000004,E07000038,34,0.302701411
S214BZ,2017,10444.75,Q55,04J,443059,379162,E01019791,E02006804,B1,E12000004,E07000038,116,0.067631636
S21QU,2017,3678.75,Q51,03N,438215,386464,E01008018,E02001649,B1,E12000003,E08000019,17,0.453010539
S21SL,2017,5289.083333,Q51,03N,438633,385892,E01008011,E02001649,B1,E12000003,E08000019,53,0.186849845
S22AG,2017,4638.166667,Q51,03N,437396,384756,E01008102,E02001658,B1,E12000003,E08000019,125,0.235946582
S22TD,2017,5665.25,Q51,03N,436295,386989,E01007879,E02006868,B1,E12000003,E08000019,72,-0.337882041
S23AJ,2017,4775.416667,Q51,03N,435936,384757,E01007976,E02001661,B1,E12000003,E08000019,90,-0.834125629
S23TA,2017,3572.5,Q51,03N,436802,385334,E01008100,E02001658,B1,E12000003,E08000019,-72,0.349801577
S24UJ,2017,7544.166667,Q51,03N,435244,385655,E01008109,E02001652,B1,E12000003,E08000019,-9,-0.168690857
S252EZ,2017,17334.25,Q51,03L,452840,386149,E01007790,E02001606,C1,E12000003,E08000018,105,0.8984661
S25FX,2017,6868.5,Q51,03N,437223,386612,E01007878,E02006868,B1,E12000003,E08000019,-115,0.401610434
S25QQ,2017,4310.25,Q51,03N,436405,386907,E01007879,E02006868,B1,E12000003,E08000019,72,-0.498640321
S264WD,2017,13825.5,Q51,03L,445543,385340,E01007673,E02001607,B1,E12000003,E08000018,-71,0.248440264
S266QU,2017,9533.166667,Q51,03L,448696,382735,E01007752,E02001610,D1,E12000003,E08000018,-120,0.347359005
S325QH,2017,2856.083333,Q55,04J,421798,376355,E01019615,E02004068,E1,E12000004,E07000035,62,1.366408957
S336RJ,2017,4945.083333,Q55,04J,416878,383580,E01019737,E02006872,E1,E12000004,E07000037,38,0.449680163
S350FW,2017,4877.833333,Q51,03N,430457,393252,E01008140,E02001618,D1,E12000003,E08000019,-54,0.194734985
S351RN,2017,13003.66667,Q51,03N,434688,395949,E01007895,E02001614,B1,E12000003,E08000019,-101,0.259010099
S358NX,2017,6130,Q51,03N,433540,393620,E01008141,E02001615,B1,E12000003,E08000019,-107,-0.266523749
S359XQ,2017,11087.5,Q51,03N,435603,394359,E01008135,E02001615,B1,E12000003,E08000019,72,0.300369711
S361BX,2017,7986.833333,Q51,03N,426979,398475,E01008144,E02001611,C1,E12000003,E08000019,-55,0.661178143
S362RA,2017,4306.416667,Q51,03N,428081,398246,E01008144,E02001611,C1,E12000003,E08000019,-55,0.964313006
S366BR,2017,14095.16667,Q51,02P,424579,403052,E01007429,E02001532,C1,E12000003,E08000016,98,0.544908883
S366DY,2017,3151,Q51,02P,424746,403299,E01007428,E02001532,C1,E12000003,E08000016,-86,1.927974209
S37QP,2017,25732.83333,Q51,03N,434508,387175,E01033266,E02006844,B1,E12000003,E08000019,39,-1.981233825
S37SF,2017,5824.75,Q51,03N,434849,387089,E01033267,E02006844,B1,E12000003,E08000019,-109,-0.103931248
S39DA,2017,5523.583333,Q51,03N,436020,388635,E01033269,E02001632,B1,E12000003,E08000019,-65,-0.766006942
S39DL,2017,7815.833333,Q51,03N,435649,389288,E01007870,E02001629,B1,E12000003,E08000019,85,-0.369373522
S39LB,2017,1383.75,Q51,03N,435978,388359,E01033270,E02001632,B1,E12000003,E08000019,32,1.712363646
S401LE,2017,11961.83333,Q55,04J,437902,371372,E01019538,E02004064,C1,E12000004,E07000034,49,-0.337460075
S402AB,2017,12840.83333,Q55,04J,437502,370914,E01019556,E02004064,C1,E12000004,E07000034,-72,-0.03017452
S402HP,2017,17556.66667,Q55,04J,437751,369328,E01019578,E02004067,C1,E12000004,E07000034,35,0.639947947
S403PY,2017,7655.75,Q55,04J,435654,370612,E01019592,E02004065,C1,E12000004,E07000034,-95,-0.750782545
S404AA,2017,11751.25,Q55,04J,437621,371390,E01019538,E02004064,C1,E12000004,E07000034,49,-0.096291729
S410NZ,2017,3753.833333,Q55,04J,439250,369311,E01019548,E02004066,C1,E12000004,E07000034,93,0.172699319
S418DU,2017,9433.916667,Q55,04J,436743,373372,E01019544,E02004058,C1,E12000004,E07000034,82,-1.329238289
S418NA,2017,6524.25,Q55,04J,438052,373924,E01019542,E02004058,C1,E12000004,E07000034,63,0.343771989
S425ED,2017,0,Q55,03Y,440307,367271,E01019798,E02004111,C1,E12000004,E07000038,98,-1.982951893
S425LH,2017,3765.75,Q55,03Y,441028,364985,E01019809,E02004115,C1,E12000004,E07000038,-65,-0.271533895
S425ND,2017,3098.666667,Q55,03Y,441013,365421,E01019808,E02004113,C1,E12000004,E07000038,86,-1.153097607
S426PX,2017,5278.2,Q55,03Y,437702,367241,E01019829,E02004112,C1,E12000004,E07000038,-22,0.506840518
S426SN,2017,3531.428571,Q55,03Y,437088,367915,E01019828,E02004112,C1,E12000004,E07000038,-118,0.399237246
S431DD,2017,5849.5,Q55,04J,440383,373597,E01019530,E02004057,C1,E12000004,E07000034,-8,0.413889654
S431JG,2017,6863.583333,Q55,04J,440411,373520,E01019531,E02004057,C1,E12000004,E07000034,104,-0.410819213
S434PL,2017,8559.416667,Q55,04J,449069,375901,E01019491,E02004045,D1,E12000004,E07000033,-28,0.280633774
S434TY,2017,5838.75,Q55,04J,447796,377190,E01019479,E02004045,D1,E12000004,E07000033,-72,0.236863535
S446DE,2017,3034.666667,Q55,03Y,447582,370595,E01019485,E02004048,C1,E12000004,E07000033,71,-0.494053375
S446DF,2017,9184.583333,Q55,04J,447724,370651,E01019485,E02004048,C1,E12000004,E07000033,71,-0.081270756
S446PP,2017,2758.583333,Q55,03Y,447244,370521,E01019483,E02004048,C1,E12000004,E07000033,16,0.664211884
S450BA,2017,1852.75,Q55,04J,435459,363398,E01019769,E02004114,F1,E12000004,E07000038,-42,0.053386706
S459NG,2017,5254.5,Q55,03Y,439392,363602,E01019773,E02004116,C1,E12000004,E07000038,65,0.149973109
S459NR,2017,8401.25,Q55,03Y,439249,363534,E01019775,E02004116,C1,E12000004,E07000038,29,-0.856649152
S48AN,2017,3963.083333,Q51,03N,437677,390105,E01007855,E02001624,B1,E12000003,E08000019,-75,-1.273746828
S48GB,2017,6238.083333,Q51,03N,436846,390189,E01007877,E02001632,B1,E12000003,E08000019,-52,-2.585693633
S50AE,2017,2507.416667,Q51,03N,436703,393338,E01008057,E02001617,B1,E12000003,E08000019,-78,0.233786905
S50QJ,2017,2224.5,Q51,03N,436185,392170,E01008061,E02001621,B1,E12000003,E08000019,-26,-0.686977559
S50RG,2017,6477.833333,Q51,03N,437266,392732,E01007857,E02001620,B1,E12000003,E08000019,45,-0.381384966
S56AZ,2017,4009.083333,Q51,03N,437445,391397,E01007848,E02001623,B1,E12000003,E08000019,71,0.59718751
S56HH,2017,8145.25,Q51,03N,436928,391332,E01007851,E02001623,B1,E12000003,E08000019,-86,-0.587072273
S57HD,2017,6592.916667,Q51,03N,435335,390829,E01007945,E02001625,B1,E12000003,E08000019,-85,0.4175895
S57QB,2017,2484.75,Q51,03N,434824,391490,E01008123,E02001625,B1,E12000003,E08000019,-93,-0.078970595
S57TW,2017,4332.833333,Q51,03N,435949,391783,E01008063,E02001621,B1,E12000003,E08000019,102,0.43013153
S58AL,2017,3974.583333,Q51,03N,435252,391917,E01008123,E02001625,B1,E12000003,E08000019,-93,-0.165324823
S58GS,2017,4148.583333,Q51,03N,434129,391780,E01008090,E02001622,B1,E12000003,E08000019,10,0.101398436
S602QY,2017,1495.166667,Q51,03L,443877,391620,E01007675,E02001600,B1,E12000003,E08000018,53,1.728512623
S603EW,2017,10878.41667,Q51,03L,444474,391383,E01007679,E02001600,B1,E12000003,E08000018,1,0.172940504
S604JW,2017,9677.416667,Q51,03L,445349,391483,E01007711,E02001598,B1,E12000003,E08000018,-121,0.597542888
S605ND,2017,8308.75,Q51,03L,441268,390292,E01007705,E02001602,B1,E12000003,E08000018,60,0.628898147
S605PW,2017,5493.75,Q51,03L,443018,387766,E01007701,E02001604,D1,E12000003,E08000018,-81,-0.382942321
S611AH,2017,9426,Q51,03L,441419,392913,E01007715,E02001593,B1,E12000003,E08000018,-14,1.086600585
S612QP,2017,4814.916667,Q51,03L,437772,395914,E01007802,E02001584,C1,E12000003,E08000018,-125,0.850468473
S614PT,2017,4930.083333,Q51,03L,441922,395348,E01007729,E02001586,B1,E12000003,E08000018,-27,1.299255216
S614RB,2017,2840,Q51,03L,441750,395307,E01007729,E02001586,B1,E12000003,E08000018,-27,2.616794902
S61GA,2017,5164.833333,Q51,03N,433231,392685,E01008086,E02001619,B1,E12000003,E08000019,1,0.414238951
S61TT,2017,10585.8,Q51,03N,432313,391460,E01033280,E02001618,B1,E12000003,E08000019,-83,0.618681992
S626AE,2017,3363.75,Q51,03L,444039,395813,E01007776,E02001585,B1,E12000003,E08000018,-91,2.283678727
S626AW,2017,5181.75,Q51,03L,443738,395612,E01007784,E02001585,B1,E12000003,E08000018,-46,1.530762733
S626LW,2017,6614.25,Q51,03L,443652,396075,E01007783,E02001585,B1,E12000003,E08000018,-55,0.99965469
S630LT,2017,8290.666667,Q51,02P,445825,405748,E01007372,E02001522,B1,E12000003,E08000016,109,0.61479787
S637RA,2017,9592.583333,Q51,03L,443480,400859,E01007822,E02001579,B1,E12000003,E08000018,-73,0.13966969
S639EH,2017,14678.91667,Q51,02P,445826,403705,E01007371,E02001530,B1,E12000003,E08000016,45,0.515031205
S63FT,2017,9389.666667,Q51,03N,434227,388241,E01008065,E02001636,B1,E12000003,E08000019,-15,-0.215262957
S63QW,2017,1070.083333,Q51,03N,433824,388594,E01008157,E02001636,B1,E12000003,E08000019,-113,1.624704277
S63TN,2017,9598.666667,Q51,03N,433199,388495,E01008154,E02001634,B1,E12000003,E08000019,19,-0.294426947
S640BY,2017,4840,Q51,02X,447878,399967,E01007578,E02001568,B1,E12000003,E08000017,109,0.463148631
S640DB,2017,6021.583333,Q51,02X,447792,400009,E01007578,E02001568,B1,E12000003,E08000017,109,0.261990912
S645UP,2017,9099.727273,Q51,03L,446086,398027,E01007777,E02001581,B1,E12000003,E08000018,59,1.39682095
S648NB,2017,7595.25,Q51,03L,445575,399218,E01007800,E02001580,B1,E12000003,E08000018,-78,0.715075668
S64FA,2017,6168.666667,Q51,03N,432824,390391,E01007989,E02001626,B1,E12000003,E08000019,59,-0.223050474
S64GQ,2017,8111.083333,Q51,03N,432938,389927,E01007992,E02001631,B1,E12000003,E08000019,32,-0.380477219
S64JQ,2017,11517.41667,Q51,03N,433141,389582,E01007995,E02001627,B1,E12000003,E08000019,98,0.445371771
S651DA,2017,32005.58333,Q51,03L,443124,392774,E01007714,E02001594,B1,E12000003,E08000018,37,0.325015895
S651PW,2017,3847.583333,Q51,03L,443375,393343,E01007769,E02001594,B1,E12000003,E08000018,46,1.611623421
S651QY,2017,4499.916667,Q51,03L,443841,393800,E01007736,E02001591,B1,E12000003,E08000018,67,0.026598686
S653HD,2017,2670.416667,Q51,03L,445400,394114,E01007721,E02001587,B1,E12000003,E08000018,15,0.589677589
S661EU,2017,9561.833333,Q51,03L,447898,391784,E01007687,E02001599,B1,E12000003,E08000018,114,0.845077446
S662JQ,2017,5836.416667,Q51,03L,447967,391965,E01007686,E02001596,B1,E12000003,E08000018,70,1.572877862
S667NA,2017,1288.25,Q51,03L,453472,392017,E01007763,E02001597,C1,E12000003,E08000018,-99,0.544423058
S668JD,2017,4972.75,Q51,03L,453019,392010,E01007763,E02001597,C1,E12000003,E08000018,-99,-0.181902256
S668LE,2017,8087.25,Q51,03L,452949,392141,E01007762,E02001595,C1,E12000003,E08000018,120,0.632152116
S669LP,2017,6231.666667,Q51,03L,449843,388858,E01007810,E02001603,D1,E12000003,E08000018,-52,0.703950735
S66BX,2017,2623.916667,Q51,03N,430253,388584,E01008133,E02001633,B1,E12000003,E08000019,14,0.158832966
S701QE,2017,13157.08333,Q51,02P,434157,405728,E01007417,E02001521,B1,E12000003,E08000016,-119,0.285384964
S702LT,2017,11190,Q51,02P,434171,406961,E01007336,E02001521,B1,E12000003,E08000016,-99,0.295047604
S703NE,2017,9513.75,Q51,02P,436087,405296,E01007318,E02001526,B1,E12000003,E08000016,25,0.255461805
S704HY,2017,483.3333333,Q51,02P,435034,405392,E01007414,E02001525,B1,E12000003,E08000016,15,-4.106216297
S704NW,2017,5419.916667,Q51,02P,434988,405658,E01007338,E02001525,B1,E12000003,E08000016,61,0.000428907
S705NZ,2017,8872.25,Q51,02P,435871,403729,E01007458,E02001529,B1,E12000003,E08000016,107,0.84336622
S706QW,2017,3981.333333,Q51,02P,432770,405815,E01007444,E02001520,B1,E12000003,E08000016,47,1.087849553
S711RY,2017,5654.75,Q51,02P,434340,409287,E01007411,E02001515,B1,E12000003,E08000016,89,0.567572415
S711UT,2017,4067.6,Q51,02P,435267,408632,E01032550,E02001518,B1,E12000003,E08000016,-122,1.235189243
S712EQ,2017,1701.833333,Q51,02P,436399,407917,E01007406,E02001517,B1,E12000003,E08000016,-98,1.496954403
S714QW,2017,6707.25,Q51,02P,436428,411633,E01007434,E02001509,B1,E12000003,E08000016,-9,-0.150596121
S714RF,2017,4943.833333,Q51,02P,435947,411398,E01007434,E02001509,B1,E12000003,E08000016,-9,-0.440749357
S715PN,2017,6808.333333,Q51,02P,437291,406934,E01007405,E02001519,B1,E12000003,E08000016,-87,0.216747762
S727BB,2017,829.75,Q51,02P,440992,408925,E01007332,E02001514,D1,E12000003,E08000016,52,0.645264147
S727NZ,2017,8542.333333,Q51,02P,441221,408736,E01007332,E02001514,D1,E12000003,E08000016,52,0.713730809
S728SU,2017,7191.916667,Q51,02P,438738,409222,E01007345,E02001516,B1,E12000003,E08000016,50,1.003297781
S729HZ,2017,2446.583333,Q51,02P,440969,411023,E01007330,E02001514,D1,E12000003,E08000016,12,0.582791436
S72DW,2017,10290.66667,Q51,03N,434129,384183,E01008046,E02001660,B1,E12000003,E08000019,-115,0.97921455
S730AJ,2017,8486.75,Q51,02P,440161,403004,E01007451,E02001534,B1,E12000003,E08000016,-118,0.02791019
S730DD,2017,8145.833333,Q51,02P,439949,402971,E01007449,E02001531,B1,E12000003,E08000016,-27,0.147021716
S739JX,2017,9905.416667,Q51,02P,441809,404314,E01007351,E02001528,B1,E12000003,E08000016,-110,0.466599167
S749AF,2017,20734.66667,Q51,02P,437396,400494,E01007391,E02001538,B1,E12000003,E08000016,127,0.695892791
